name,domain,homepage_url,github_repo,ecosystem,package,repo_url,category,subcategory,description,license,accepted,fetched_at
CDEvents,cdevents.dev,https://cdevents.dev/,cdevents/spec,,,https://github.com/cdevents/spec,Projects,All,CDEvents Project was created within CDFoundation Community by the Special Interest Group Events and was accepted to join CDFoundation as an incubation level project by CDFoundation Technical Oversight,TBD / NA,2021-10-20,2026-06-29T23:07:34+00:00
CDF Binary Project,github.com,https://github.com/cdfoundation,,,,,Projects,All,"The mission of CDF Binary Project is to develop, host and maintain an object code distribution and signing service for technical projects developed by and for the Continuous Delivery Foundation, and t",,2019-10-24,2026-06-29T23:07:34+00:00
cdk8s,cdk8s.io,https://cdk8s.io/,cdk8s-team/cdk8s,,,https://github.com/cdk8s-team/cdk8s,Projects,All,cdk8s is an open-source software development framework for defining Kubernetes applications and reusable abstractions using familiar programming languages and rich object-oriented APIs.,Apache-2.0,2020-11-10,2026-06-29T23:07:34+00:00
Centaurus Infrastructure Project,centauruscloud.io,https://centauruscloud.io/,,,,,Projects,All,Centaurus Cloud Project is an open-source platform for building a unified and scalable distributed cloud infrastructure.,,2020-12-14,2026-06-29T23:07:34+00:00
Ceph Foundation,ceph.io,https://ceph.io/,ceph/ceph,,,https://github.com/ceph/ceph,Projects,All,"The power of Ceph can transform your organization’s IT infrastructure and your ability to manage vast amounts of data. If your organization runs applications with different storage interface needs, Ce",TBD / NA,2018-11-12,2026-06-29T23:07:34+00:00
cert-manager,cert-manager.io,https://cert-manager.io/,jetstack/cert-manager,,,https://github.com/jetstack/cert-manager,Projects,All,cert-manager is a Kubernetes add-on to automate the management and issuance of TLS certificates from various issuing sources.,Apache-2.0,2020-11-10,2026-06-29T23:07:34+00:00
Certifier Framework for Confidential Computing,github.com,https://github.com/vmware-research/certifier-framework-for-confidential-computing,vmware-research/certifier-framework-for-confidential-computing,,,,Projects,All,The mission of the Project is to simplify development and deployment of Confidential Computing workloads across many platforms.,Apache-2.0,2024-02-05,2026-06-29T23:07:34+00:00
Chantico,github.com,https://github.com/chantico-project/chantico,chantico-project/chantico,,,https://github.com/chantico-project/chantico,Projects,All,"The mission of the Project is to develop a cloud-native approach to monitor and attribute the energy consumption of data center IT equipment, such as PDUs and bare metal servers, but also virtual mach",Apache-2.0,2026-05-21,2026-06-29T23:07:34+00:00
Chaos Mesh,chaos-mesh.org,https://chaos-mesh.org/,chaos-mesh/chaos-mesh,,,https://github.com/chaos-mesh/chaos-mesh,Projects,All,A Chaos Engineering Platform for Kubernetes.,Apache-2.0,2020-07-14,2026-06-29T23:07:34+00:00
ChaosBlade,github.com,https://github.com/chaosblade-io/chaosblade,chaosblade-io/chaosblade,,,https://github.com/chaosblade-io/chaosblade,Projects,All,ChaosBlade is an open source experimental injection tool that follows the principles of chaos engineering and chaos experimental models to help enterprises improve the fault tolerance of distributed s,Apache-2.0,2021-04-27,2026-06-29T23:07:34+00:00
CHAOSS,chaoss.community,https://chaoss.community/,chaoss/grimoirelab,,,https://github.com/chaoss/grimoirelab,Projects,All,"The CHAOSS community is developing metrics, methodologies, and software for expressing open source project health and sustainability. By measuring open source project health and sustainability, CHAOSS",,2017-09-13,2026-06-29T23:07:34+00:00
Chapel,chapel-lang.org,https://chapel-lang.org/,chapel-lang/chapel,,,https://github.com/chapel-lang/chapel,Projects,All,Chapel is a modern programming language designed for productive parallel computing at scale.,Apache-2.0,2025-09-16,2026-06-29T23:07:34+00:00
Charliecloud,hpc.github.io,https://hpc.github.io/charliecloud/,,,,,Projects,All,"The mission of the Project is to enable running and management of lightweight, fully unprivileged containers for HPC applications.",Apache-2.0,2024-08-16,2026-06-29T23:07:34+00:00
CHIPS Alliance Fund,chipsalliance.org,https://chipsalliance.org/,chipsalliance/chisel,,,https://github.com/chipsalliance/chisel,Projects,All,"CHIPS (Common Hardware for Interfaces, Processors and Systems) Alliance harnesses the energy of open source collaboration to accelerate hardware development.  This organization develops high-quality, ",,2019-03-11,2026-06-29T23:07:34+00:00
CHIPS Alliance Projects,chipsalliance.org,https://chipsalliance.org/,chipsalliance/chisel,,,https://github.com/chipsalliance/chisel,Projects,All,"The CHIPS Alliance develops high-quality, open source hardware designs relevant to silicon devices and FPGAs.",,2018-12-21,2026-06-29T23:07:34+00:00
Chisel,chisel-lang.org,https://www.chisel-lang.org/,chipsalliance/chisel,,,https://github.com/chipsalliance/chisel,Projects,All,The Constructing Hardware in a Scala Embedded Language (Chisel) is an open-source hardware description language (HDL) used to describe digital electronics and circuits at the register-transfer level t,Apache-2.0,2025-03-31,2026-06-29T23:07:34+00:00
CI-Management (CI-Man),wiki.onap.org,https://wiki.onap.org/x/X51k,,,,,Projects,All,The CI Management project is dedicated to managing the code resources related to the CI systems. It is intended as a way for the community to collaborate on the design and management of the CI infrast,,2017-06-08,2026-06-29T23:07:34+00:00
CICD-Cybersecurity,github.com,https://github.com/cdfoundation/CICD-Cybersecurity,cdfoundation/CICD-Cybersecurity,,,https://github.com/cdfoundation/CICD-Cybersecurity,Projects,All,The mission of the Project is to advance security practices within CI/CD pipelines by developing a guide that identifies open source DevSecOps tools aligned with established secure software developmen,Apache-2.0,2026-06-18,2026-06-29T23:07:34+00:00
Cicero,accordproject.org,https://www.accordproject.org/,,,,,Projects,All,"Cicero provides a universal format to structure clauses, sections, or whole contracts as machine readable objects that are capable of being searched, analyzed, and executed.",,2019-05-14,2026-06-29T23:07:34+00:00
CICN,wiki.fd.io,https://wiki.fd.io/view/Cicn,,,,,Projects,All,Information-centric networking (ICN) is an approach to evolve the Internet infrastructure to directly support data-centric and location independent communications by introducing uniquely named data as,,2017-02-10,2026-06-29T23:07:34+00:00
Cilium,cilium.io,https://cilium.io/,cilium/cilium,,,https://github.com/cilium/cilium,Projects,All,"Cilium is an open source software for providing, securing and observing network connectivity between container workloads - cloud native, and fueled by the revolutionary Kernel technology eBPF.",Apache-2.0,2021-10-13,2026-06-29T23:07:34+00:00
CitrineOS,citrineos.github.io,https://citrineos.github.io/latest/,citrineos/citrineos,,,https://github.com/citrineos/citrineos,Projects,All,"Open source OCPP and NEVI compliant Charger Station Management System (CSMS)
",Apache-2.0,2024-07-02,2026-06-29T23:07:34+00:00
CityLearn,citylearn.net,https://www.citylearn.net/,citylearn-project/CityLearn,,,https://github.com/citylearn-project/CityLearn,Projects,All,The mission of the Project is to enable the implementation and benchmarking of advanced controllers for demand side building energy coordination and demand,MIT,2025-12-19,2026-06-29T23:07:34+00:00
Civil Infrastructure Platform (CIP),cip-project.org,https://www.cip-project.org/,,,,https://gitlab.com/cip-project,Projects,All,The CIP project is focused on establishing an open source “base layer” of industrial grade software to enable the use and implementation of software building blocks in civil infrastructure projects.,,2016-04-04,2026-06-29T23:07:34+00:00
CLA Bot,finos.github.io,https://finos.github.io/cla-bot,finos/cla-bot,,,https://github.com/finos/cla-bot,Projects,All,cla-bot is a GitHub bot for automation of Contributor Licence Agreements (CLAs).,,2020-06-30,2026-06-29T23:07:34+00:00
CLAIMED,claimed-framework.org,https://claimed-framework.org/,claimed-framework/claimed,,,https://github.com/claimed-framework/claimed,Projects,All,"CLAIMED (Component Library for AI, Machine Learning, ETL and Data Science)  is a runtime and programming language agnostic Data & AI component framework abstracting away all complexity for advanced ML",Apache-2.0,2022-12-15,2026-06-29T23:07:34+00:00
Claims and Credentials Working Group,identity.foundation,https://identity.foundation/,decentralized-identity/claims-credentials,,,https://github.com/decentralized-identity/claims-credentials,Projects,All,The Claims & Credentials Working Group exists to develop interoperable formats for broad adoption around Claim & Credential processes within SSI (Self-Sovereign Identity).,,2017-05-27,2026-06-29T23:07:34+00:00
CLAMP,wiki.onap.org,https://wiki.onap.org/x/Oplk,,,,,Projects,All,"CLAMP is a platform for designing and managing control loops. It is used to design a closed loop, configure it with specific parameters for a particular network service, then deploying and undeploying",,2017-06-08,2026-06-29T23:07:34+00:00
Cloud Custodian,cloudcustodian.io,https://cloudcustodian.io/,cloud-custodian/cloud-custodian,,,https://github.com/cloud-custodian/cloud-custodian,Projects,All,"Cloud Custodian enables users to be well managed in the cloud. The simple YAML DSL allows you to easily define rules to enable a well-managed cloud infrastructure, that's both secure and cost optimize",Apache-2.0,2020-06-23,2026-06-29T23:07:34+00:00
Cloud Foundry Foundation (CFF),cloudfoundry.org,https://www.cloudfoundry.org/,cloudfoundry/community,,,https://github.com/cloudfoundry/community,Projects,All,Cloud Foundry is the industry-standard open source cloud application platform for developing and deploying enterprise cloud applications.,,2021-01-01,2026-06-29T23:07:34+00:00
Cloud Hypervisor,cloudhypervisor.org,https://cloudhypervisor.org/,cloud-hypervisor/cloud-hypervisor,,,https://github.com/cloud-hypervisor/cloud-hypervisor,Projects,All,"The mission of the Project is to develop a Virtual Machine Monitor (VMM) that runs modern cloud workloads on top of a broad ISA set (IA, ARM etc.) of hardware architectures and platforms.",,2021-12-07,2026-06-29T23:07:34+00:00
Cloud Native Application Bundle (CNAB),cnab.io,https://cnab.io/,cnabio/cnab-spec,,,https://github.com/cnabio/cnab-spec,Projects,All,"CNABs facilitate the bundling, installing and managing of container-native apps — and their coupled services.",,2019-05-10,2026-06-29T23:07:34+00:00
Cloud Native Computing Foundation (CNCF),cncf.io,https://www.cncf.io/,cncf/landscape,,,https://github.com/cncf/landscape,Projects,All,"The Cloud Native Computing Foundation (CNCF) hosts critical components of the global technology infrastructure. CNCF brings together the world’s top developers, end users, and vendors and runs the lar",,2015-06-21,2026-06-29T23:07:34+00:00
CloudEvents,cloudevents.io,https://cloudevents.io/,cloudevents/spec,,,https://github.com/cloudevents/spec,Projects,All,"CloudEvents is a specification for describing event data in a common way. CloudEvents seeks to dramatically simplify event declaration and delivery across services, platforms, and beyond!

CloudEvents",Apache-2.0,2018-05-15,2026-06-29T23:07:34+00:00
Cloudforet,cloudforet.io,https://cloudforet.io/,cloudforet-io/cloudforet,,,https://github.com/cloudforet-io/cloudforet,Projects,All,The mission of the Project is to develop an open source multi & hybrid cloud management platform.,,2022-10-07,2026-06-29T23:07:34+00:00
CloudNativePG,cloudnative-pg.io,https://cloudnative-pg.io/,cloudnative-pg/cloudnative-pg,,,https://github.com/cloudnative-pg/cloudnative-pg,Projects,All,The mission of the project is to provide a Kubernetes native database platform for PostgreSQL.,Apache-2.0,2025-02-21,2026-06-29T23:07:34+00:00
ClusterDuck Protocol,clusterduckprotocol.org,https://clusterduckprotocol.org/,ClusterDuck-Protocol/ClusterDuck-Protocol,,,https://github.com/ClusterDuck-Protocol/ClusterDuck-Protocol,Projects,All,The ClusterDuck Protocol is an open source firmware for mesh network internet-of-things devices based on LoRa radio and can include WiFi and Bluetooth compatibility. This protocol enables quick and ea,Apache-2.0,2020-02-13,2026-06-29T23:07:34+00:00
Clusternet,clusternet.io,https://clusternet.io/,clusternet/clusternet,,,https://github.com/clusternet/clusternet,Projects,All,Clusternet is an open-source project that helps users manage multiple Kubernetes clusters as easily as 'visiting the Internet' (thus the name 'Clusternet'). It is a general-purpose system for controll,Apache-2.0,2023-03-07,2026-06-29T23:07:34+00:00
