"package","ecosystem","value_class","github_repo","canonical_git_url","gh_mirror","confidence","self_confidence_raw","verified","agreement","n_runs","dissent","tier","source","reasoning","review_note","checked_at","model"
"newt-tui","cpp","C","","https://pagure.io/newt.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","newt text-mode UI library; canonical on pagure.io (Fedora). No canonical GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"postgresql","cpp","C","postgres/postgres","https://git.postgresql.org/git/postgresql.git","True","0.79","0.99","false","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","PostgreSQL RDBMS; canonical on git.postgresql.org; postgres/postgres on GitHub is the official mirror.","HEAD 403 on canonical URL — verify manually","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"procps","cpp","C","","https://gitlab.com/procps-ng/procps.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","procps-ng (ps/top/free/etc); canonical on GitLab. No canonical GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"psmisc","cpp","C","","https://gitlab.com/psmisc/psmisc.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","psmisc (killall/pstree/etc); canonical on GitLab. No canonical GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"qemu","cpp","C","qemu/qemu","https://git.qemu.org/git/qemu.git","True","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","QEMU emulator; canonical on git.qemu.org; qemu/qemu on GitHub is the official mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"svt-av1","cpp","C","aomediacodec/svt-av1","https://gitlab.com/aomediacodec/svt-av1.git","True","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Scalable Video Technology AV1; canonical on GitLab; AOMediaCodec/SVT-AV1 on GitHub is the official mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"vo-amrwbenc","cpp","C","","https://git.code.sf.net/p/opencore-amr/vo-amrwbenc","False","0.50","0.70","false","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","VisualOn AMR-WB encoder; lives in opencore-amr SourceForge project. No canonical GitHub mirror.","HEAD 404 on canonical URL — verify manually","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"wget","cpp","C","mirror/wget","https://git.savannah.gnu.org/git/wget.git","True","0.50","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNU Wget (classic, not Wget2); canonical on Savannah. mirror/wget on GitHub is the long-standing community mirror. value-data has wget2 which is a different project.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"elfutils","cpp","C","","https://sourceware.org/git/elfutils.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","elfutils (eu-readelf, libdw, libelf); canonical on sourceware.org.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libredox","crates","C","","https://gitlab.redox-os.org/redox-os/libredox.git","False","0.90","0.90","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Redox OS user-space library; canonical on gitlab.redox-os.org. No canonical GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"proc-macro-error-attr","crates","C","","https://gitlab.com/creepyskeleton/proc-macro-error.git","False","0.90","0.90","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Proc-macro-error attribute crate; canonical on GitLab. No GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"redox_syscall","crates","C","","https://gitlab.redox-os.org/redox-os/syscall.git","False","0.90","0.90","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Redox OS syscall interface; canonical on gitlab.redox-os.org. No GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"base-passwd","cpp","C","","https://salsa.debian.org/debian/base-passwd.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian base /etc/passwd template; Debian-only, canonical on Salsa.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"cdebconf","cpp","C","","https://salsa.debian.org/installer-team/cdebconf.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian installer's C reimplementation of debconf; canonical on Salsa.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"cron","cpp","C","vixie/cron","https://salsa.debian.org/debian/cron.git","True","0.70","0.70","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian's vixie-cron fork; canonical on Salsa. Paul Vixie's original is at vixie/cron on GitHub.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"discover-data","cpp","C","","https://salsa.debian.org/installer-team/discover-data.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian hardware-discovery data files; Debian-only.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"hostname","cpp","C","","","False","0.50","0.80","false","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian's hostname/dnsdomainname utilities; canonical on Salsa. (Distinct from coreutils' hostname.)","git ls-remote failed; URL blanked","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"ifupdown","cpp","C","","https://salsa.debian.org/debian/ifupdown.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian's network-interface bring-up scripts; canonical on Salsa.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"lame","cpp","C","rbrito/lame","","True","0.45","0.75","false","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","LAME MP3 encoder; canonical on SourceForge SVN. rbrito/lame on GitHub is a popular community git mirror.","tarball-only — no git | git ls-remote failed; URL blanked","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libraw1394","cpp","C","","https://git.kernel.org/pub/scm/libs/ieee1394/libraw1394.git","False","0.65","0.65","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","IEEE 1394 (FireWire) raw access library; lived on linux1394.org; project mostly dormant.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"librevenge","cpp","C","libreoffice/librevenge","https://git.libreoffice.org/librevenge","True","0.50","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","LibreOffice 'revenge' document-import support library; canonical on Gerrit; LibreOffice/librevenge on GitHub is the official mirror.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"linux-base","cpp","C","","https://salsa.debian.org/kernel-team/linux-base.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian linux-base shared infrastructure for Linux kernel packages; Debian-only.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"lzo","cpp","C","","","False","0.50","0.80","false","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Markus Oberhumer's LZO compression library; tarball-based releases, no public VCS.","git ls-remote failed; URL blanked","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"opencore-amr","cpp","C","","https://git.code.sf.net/p/opencore-amr/code","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","OpenCORE AMR-NB/WB codecs; canonical on SourceForge git. No canonical GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"s-lang","cpp","C","jedsoft/slang","","True","0.35","0.85","false","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","John E. Davis's S-Lang interpreter / library; canonical on git.jedsoft.org; jedsoft/slang on GitHub is his official mirror.","HEAD 404 on canonical URL — verify manually | tarball-only releases | git ls-remote failed; URL blanked","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"xvidcore","cpp","C","","","False","0.50","0.50","false","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Xvid MPEG-4 codec; canonical on labs.xvid.org (sometimes inaccessible). No canonical GitHub mirror.","HEAD 000 on canonical URL — verify manually | git server unreachable; project dormant","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
